iter	Passed	Remaining
400	30535	730949
401	30613	730908
402	30677	730546
403	30746	730304
404	30807	729869
405	30888	729916
406	30956	729648
407	31032	729557
408	31094	729158
409	31185	729429
410	31261	729370
411	31339	729321
412	31428	729547
413	31519	729810
414	31594	729719
415	31676	729773
416	31741	729450
417	31811	729235
418	31880	728981
419	31939	728529
420	32021	728587
421	32098	728524
422	32189	728800
423	32279	729028
424	32347	728762
425	32405	728280
426	32469	727950
427	32549	727944
428	32626	727908
429	32720	728223
430	32789	727997
431	32844	727440
432	32916	727284
433	32996	727287
434	33075	727279
435	33152	727219
436	33233	727247
437	33311	727221
438	33382	727035
439	33435	726453
440	33501	726168
441	33551	725525
442	33622	725357
443	33727	725910
444	33768	725072
445	33837	724843
446	33907	724640
447	33975	724412
448	34068	724704
449	34169	725155
450	34244	725057
451	34300	724565
452	34377	724508
453	34448	724329
454	34519	724147
455	34614	724482
456	34684	724269
457	34765	724303
458	34834	724088
459	34916	724141
460	34975	723712
461	35054	723692
462	35112	723252
463	35155	722498
464	35232	722465
465	35321	722646
466	35397	722584
467	35463	722294
468	35526	721977
469	35601	721867
470	35652	721303
471	35734	721344
472	35811	721309
473	35884	721176
474	35934	720590
475	36012	720551
476	36104	720793
477	36183	720786
478	36253	720609
479	36315	720252
480	36401	720394
481	36490	720570
482	36560	720387
483	36635	720288
484	36732	720643
485	36793	720276
486	36867	720159
487	36935	719948
488	37004	719743
489	37069	719458
490	37141	719308
491	37229	719467
492	37296	719230
493	37361	718943
494	37430	718746
495	37504	718636
496	37572	718416
497	37638	718156
498	37698	717791
499	37785	717926
500	37862	717876
501	37931	717667
502	38004	717546
503	38076	717417
504	38136	717041
505	38213	717002
506	38293	716994
507	38365	716856
508	38438	716730
509	38526	716888
510	38591	716627
511	38660	716423
512	38729	716240
513	38795	715985
514	38874	715961
515	38935	715619
516	38978	714953
517	39047	714766
518	39144	715075
519	39214	714908
520	39278	714632
521	39352	714520
522	39423	714374
523	39499	714309
524	39561	713990
525	39634	713867
526	39705	713711
527	39774	713525
528	39839	713268
529	39933	713528
530	40028	713797
531	40117	713977
532	40214	714274
533	40290	714219
534	40383	714442
535	40464	714474
536	40531	714241
537	40618	714379
538	40702	714454
539	40775	714322
540	40852	714279
541	40942	714446
542	40990	713899
543	41067	713853
544	41142	713773
545	41206	713488
546	41284	713464
547	41357	713344
548	41420	713047
549	41468	712496
550	41527	712142
551	41567	711467
552	41653	711579
553	41749	711849
554	41832	711902
555	41900	711707
556	41956	711296
557	42041	711384
558	42122	711402
559	42180	711041
560	42260	711037
561	42346	711146
562	42438	711345
563	42515	711306
564	42597	711347
565	42694	711630
566	42781	711744
567	42853	711601
568	42902	711091
569	42995	711310
570	43059	711044
571	43138	711032
572	43187	710513
573	43255	710322
574	43331	710260
575	43396	710021
576	43473	709961
577	43558	710048
578	43610	709594
579	43669	709258
580	43736	709042
581	43808	708911
582	43890	708943
583	43965	708871
584	44033	708679
585	44110	708635
586	44172	708334
587	44241	708163
588	44306	707924
589	44396	708086
590	44463	707880
591	44543	707875
592	44615	707761
593	44680	707522
594	44763	707571
595	44814	707101
596	44879	706872
597	44940	706580
598	45016	706513
599	45101	706584
600	45173	706463
601	45263	706623
602	45333	706460
603	45414	706478
604	45495	706497
605	45563	706305
606	45615	705874
607	45684	705713
608	45775	705873
609	45846	705732
610	45922	705679
611	45999	705624
612	46062	705371
613	46146	705424
614	46218	705301
615	46293	705231
616	46357	704986
617	46444	705089
618	46535	705254
619	46613	705209
620	46700	705320
621	46787	705420
622	46837	704963
623	46887	704519
624	46982	704739
625	47031	704270
626	47103	704155
627	47165	703880
628	47247	703907
629	47334	704011
630	47418	704068
631	47483	703835
632	47549	703622
633	47635	703711
634	47710	703634
635	47780	703489
636	47861	703490
637	47933	703378
638	48010	703328
639	48095	703389
640	48178	703441
641	48253	703363
642	48326	703257
643	48402	703182
644	48479	703147
645	48544	702912
646	48624	702909
647	48688	702681
648	48762	702590
649	48841	702569
650	48909	702384
651	48968	702084
652	49012	701563
653	49054	701014
654	49113	700707
655	49186	700601
656	49280	700804
657	49359	700782
658	49434	700712
659	49514	700711
660	49582	700524
661	49643	700256
662	49708	700042
663	49777	699886
664	49842	699672
665	49901	699367
666	49971	699219
667	50057	699312
668	50110	698920
669	50166	698584
670	50229	698353
671	50305	698289
672	50376	698164
673	50431	697809
674	50478	697345
675	50552	697260
676	50621	697105
677	50686	696904
678	50761	696830
679	50833	696724
680	50907	696627
681	50987	696624
682	51048	696364
683	51126	696336
684	51196	696201
685	51298	696493
686	51371	696395
687	51450	696372
688	51513	696147
689	51561	695708
690	51603	695191
691	51689	695270
692	51770	695285
693	51855	695336
694	51916	695086
695	52001	695147
696	52074	695047
697	52134	694774
698	52213	694764
699	52303	694891
700	52370	694714
701	52446	694657
702	52535	694765
703	52622	694857
704	52704	694880
705	52781	694826
706	52855	694741
707	52920	694549
708	52987	694373
709	53076	694480
710	53156	694469
711	53219	694248
712	53281	694011
713	53369	694106
714	53430	693843
715	53507	693803
716	53577	693674
717	53653	693607
718	53718	693406
719	53778	693147
720	53856	693116
721	53904	692696
722	53972	692529
723	54039	692368
724	54110	692237
725	54179	692098
726	54269	692210
727	54357	692310
728	54426	692169
729	54488	691925
730	54574	691996
731	54649	691927
732	54728	691913
733	54803	691839
734	54880	691796
735	54945	691590
736	54998	691251
737	55053	690925
738	55137	690975
739	55223	691043
740	55311	691137
741	55387	691077
742	55449	690846
743	55503	690510
744	55573	690382
745	55650	690335
746	55713	690122
747	55784	689996
748	55854	689869
749	55933	689852
750	56014	689856
751	56094	689837
752	56162	689685
753	56240	689654
754	56316	689599
755	56402	689665
756	56486	689708
757	56559	689610
758	56618	689343
759	56692	689257
760	56735	688799
761	56803	688651
762	56887	688686
763	56953	688513
764	57010	688229
765	57087	688176
766	57134	687774
767	57207	687683
768	57266	687416
769	57335	687280
770	57409	687198
771	57483	687120
772	57545	686904
773	57633	686980
774	57697	686790
775	57770	686693
776	57837	686533
777	57902	686348
778	57948	685932
779	58000	685591
780	58044	685157
781	58106	684945
782	58179	684856
783	58242	684650
784	58314	684543
785	58374	684301
786	58460	684361
787	58514	684058
788	58573	683799
789	58638	683618
790	58717	683596
791	58780	683392
792	58839	683143
793	58930	683261
794	59003	683181
795	59068	683003
796	59128	682756
797	59213	682808
798	59286	682723
799	59363	682680
800	59440	682636
801	59521	682644
802	59586	682459
803	59639	682151
804	59720	682148
805	59781	681928
806	59874	682064
807	59946	681965
808	60034	682052
809	60108	681970
810	60181	681879
811	60238	681609
812	60298	681378
813	60371	681296
814	60424	680979
815	60499	680916
816	60585	680972
817	60678	681112
818	60743	680936
819	60811	680788
820	60871	680557
821	60939	680416
822	61002	680214
823	61065	680019
824	61142	679976
825	61211	679849
826	61285	679774
827	61355	679654
828	61419	679466
829	61487	679326
830	61560	679242
831	61636	679187
832	61697	678969
833	61757	678740
834	61836	678723
835	61894	678473
836	61965	678361
837	62047	678373
838	62095	678017
839	62161	677853
840	62247	677910
841	62317	677791
842	62398	677791
843	62475	677760
844	62539	677574
845	62626	677638
846	62695	677515
847	62745	677182
848	62832	677243
849	62911	677226
850	62973	677018
851	63033	676793
852	63090	676536
853	63147	676284
854	63214	676133
855	63290	676082
856	63348	675839
857	63425	675802
858	63526	676011
859	63583	675758
860	63651	675624
861	63739	675696
862	63811	675598
863	63888	675559
864	63988	675764
865	64070	675774
866	64141	675665
867	64203	675471
868	64264	675260
869	64339	675189
870	64419	675187
871	64471	674883
872	64543	674782
873	64602	674552
874	64690	674629
875	64769	674607
876	64851	674615
877	64932	674613
878	65011	674599
879	65088	674548
880	65166	674518
881	65231	674358
882	65281	674033
883	65356	673967
884	65421	673806
885	65504	673825
886	65594	673909
887	65651	673662
888	65726	673604
889	65804	673568
890	65866	673373
891	65934	673242
892	66018	673275
893	66115	673432
894	66198	673447
895	66249	673142
896	66317	673012
897	66390	672928
898	66465	672857
899	66553	672925
900	66608	672664
901	66683	672597
902	66757	672530
903	66824	672387
904	66907	672405
905	66978	672303
906	67079	672494
907	67143	672320
908	67228	672354
909	67287	672135
910	67373	672186
911	67441	672048
912	67513	671950
913	67563	671639
914	67646	671654
915	67699	671374
916	67782	671391
917	67865	671411
918	67913	671078
919	67972	670861
920	68026	670589
921	68111	670625
922	68169	670393
923	68255	670438
924	68334	670421
925	68403	670294
926	68492	670368
927	68568	670314
928	68644	670258
929	68689	669906
930	68763	669834
931	68840	669796
932	68912	669702
933	68986	669625
934	69074	669687
935	69129	669428
936	69187	669204
937	69252	669044
938	69319	668906
939	69400	668904
940	69482	668907
941	69552	668796
942	69625	668711
943	69705	668699
944	69780	668639
945	69870	668719
946	69937	668580
947	69989	668293
948	70052	668123
949	70131	668094
950	70187	667851
951	70273	667892
952	70340	667751
953	70424	667775
954	70508	667802
955	70553	667453
956	70631	667415
957	70725	667531
958	70811	667577
959	70886	667515
960	70967	667505
961	71032	667349
962	71093	667155
963	71180	667209
964	71262	667208
965	71328	667062
966	71396	666934
967	71448	666655
968	71535	666705
969	71594	666494
970	71666	666405
971	71760	666515
972	71847	666560
973	71936	666627
974	72021	666663
975	72084	666483
976	72164	666465
977	72245	666465
978	72305	666259
979	72375	666153
980	72433	665929
981	72491	665708
982	72581	665784
983	72628	665461
984	72711	665478
985	72771	665273
986	72843	665183
987	72909	665045
988	72980	664937
989	73044	664778
990	73108	664612
991	73180	664528
992	73226	664202
993	73311	664232
994	73372	664036
995	73437	663883
996	73509	663797
997	73581	663704
998	73642	663517
999	73741	663670
1000	73803	663492
1001	73870	663360
1002	73959	663421
1003	74035	663370
1004	74086	663093
1005	74179	663191
1006	74231	662919
1007	74297	662783
1008	74378	662774
1009	74444	662627
1010	74505	662443
1011	74573	662319
1012	74641	662198
1013	74711	662090
1014	74787	662036
1015	74846	661833
1016	74930	661849
1017	75008	661809
1018	75066	661602
1019	75124	661391
1020	75202	661355
1021	75255	661097
1022	75348	661198
1023	75438	661269
1024	75516	661232
1025	75608	661312
1026	75678	661212
1027	75762	661224
1028	75818	661001
1029	75892	660924
1030	75973	660915
1031	76072	661068
1032	76135	660895
1033	76228	660991
1034	76304	660938
1035	76377	660860
1036	76432	660617
1037	76499	660489
1038	76561	660312
1039	76625	660157
1040	76689	660000
1041	76744	659769
1042	76824	659745
1043	76888	659590
1044	76970	659587
1045	77072	659759
1046	77129	659541
1047	77203	659474
1048	77281	659431
1049	77360	659404
1050	77413	659154
1051	77489	659098
1052	77542	658856
1053	77611	658737
1054	77680	658629
1055	77739	658426
1056	77786	658135
1057	77881	658237
1058	77974	658331
1059	78058	658343
1060	78120	658174
1061	78216	658282
1062	78284	658166
1063	78357	658086
1064	78448	658156
1065	78509	657974
1066	78588	657946
1067	78652	657795
1068	78737	657813
1069	78816	657788
1070	78902	657817
1071	78968	657681
1072	79033	657535
1073	79119	657562
1074	79218	657693
1075	79290	657606
1076	79364	657535
1077	79448	657548
1078	79499	657287
1079	79580	657278
1080	79665	657295
1081	79758	657384
1082	79828	657278
1083	79909	657265
1084	79982	657180
1085	80062	657161
1086	80136	657090
1087	80207	656994
1088	80293	657019
1089	80355	656848
1090	80425	656745
1091	80516	656817
1092	80587	656717
1093	80657	656614
1094	80732	656553
1095	80799	656423
1096	80845	656125
1097	80916	656024
1098	80995	655995
1099	81067	655906
1100	81113	655614
1101	81202	655662
1102	81283	655646
1103	81340	655437
1104	81424	655447
1105	81485	655273
1106	81554	655163
1107	81606	654917
1108	81689	654914
1109	81778	654968
1110	81842	654813
1111	81905	654651
1112	81971	654520
1113	82057	654547
1114	82129	654454
1115	82213	654462
1116	82284	654371
1117	82366	654362
1118	82422	654153
1119	82501	654121
1120	82571	654019
1121	82631	653836
1122	82702	653737
1123	82767	653598
1124	82827	653417
1125	82881	653187
1126	82952	653093
1127	83018	652962
1128	83083	652819
1129	83148	652675
1130	83221	652597
1131	83287	652468
1132	83363	652414
1133	83437	652342
1134	83513	652291
1135	83578	652150
1136	83657	652118
1137	83711	651887
1138	83785	651820
1139	83856	651728
1140	83939	651727
1141	84000	651553
1142	84073	651474
1143	84155	651471
1144	84220	651328
1145	84280	651148
1146	84366	651177
1147	84449	651171
1148	84523	651105
1149	84606	651099
1150	84680	651032
1151	84752	650949
1152	84839	650977
1153	84910	650878
1154	84986	650827
1155	85046	650648
1156	85130	650653
1157	85242	650877
1158	85314	650788
1159	85393	650760
1160	85488	650845
1161	85568	650821
1162	85651	650818
1163	85707	650611
1164	85775	650491
1165	85841	650361
1166	85915	650295
1167	85994	650259
1168	86081	650287
1169	86152	650191
1170	86207	649977
1171	86269	649818
1172	86363	649901
1173	86445	649889
1174	86539	649967
1175	86615	649909
1176	86691	649854
1177	86797	650026
1178	86865	649910
1179	86934	649796
1180	86992	649605
1181	87062	649510
1182	87139	649460
1183	87218	649427
1184	87309	649481
1185	87380	649387
1186	87462	649376
1187	87563	649501
1188	87626	649353
1189	87696	649252
1190	87757	649084
1191	87837	649054
1192	87922	649065
1193	87987	648924
1194	88076	648962
1195	88153	648918
1196	88222	648806
1197	88283	648644
1198	88351	648527
1199	88441	648572
1200	88490	648316
1201	88549	648137
1202	88608	647952
1203	88685	647907
1204	88769	647908
1205	88850	647889
1206	88913	647738
1207	88989	647676
1208	89049	647508
1209	89121	647420
1210	89191	647319
1211	89249	647131
1212	89308	646956
1213	89383	646886
1214	89445	646727
1215	89515	646633
1216	89599	646632
1217	89667	646518
1218	89758	646569
1219	89820	646412
1220	89899	646380
1221	89964	646244
1222	90059	646321
1223	90123	646176
1224	90194	646088
1225	90267	646008
1226	90331	645864
1227	90402	645773
1228	90477	645707
1229	90535	645527
1230	90604	645420
1231	90677	645344
1232	90759	645324
1233	90829	645229
1234	90906	645175
1235	90974	645061
1236	91064	645108
1237	91123	644928
1238	91201	644885
1239	91266	644754
1240	91336	644654
1241	91408	644568
1242	91475	644448
1243	91531	644249
1244	91617	644265
1245	91705	644290
1246	91789	644292
1247	91853	644154
1248	91912	643974
1249	91999	643993
1250	92063	643859
1251	92130	643739
1252	92202	643652
1253	92272	643553
1254	92356	643550
1255	92435	643514
1256	92514	643480
1257	92588	643412
1258	92651	643264
1259	92708	643073
1260	92774	642950
1261	92831	642760
1262	92911	642731
1263	92967	642537
1264	93052	642539
1265	93116	642402
1266	93190	642330
1267	93255	642196
1268	93326	642104
1269	93374	641857
1270	93445	641769
1271	93523	641723
1272	93603	641691
1273	93671	641583
1274	93748	641537
1275	93810	641379
1276	93892	641368
1277	93956	641224
1278	94010	641019
1279	94090	640988
1280	94160	640895
1281	94230	640793
1282	94299	640693
1283	94366	640574
1284	94444	640534
1285	94508	640395
1286	94571	640250
1287	94636	640120
1288	94731	640191
1289	94797	640068
1290	94878	640045
1291	94949	639954
1292	95030	639933
1293	95092	639781
1294	95168	639723
1295	95253	639724
1296	95332	639693
1297	95397	639561
1298	95460	639415
1299	95524	639281
1300	95595	639191
1301	95659	639052
1302	95733	638983
1303	95804	638892
1304	95885	638869
1305	95949	638735
1306	96002	638520
1307	96062	638360
1308	96131	638254
1309	96210	638222
1310	96267	638038
1311	96346	638001
1312	96412	637878
1313	96490	637836
1314	96546	637650
1315	96609	637504
1316	96665	637318
1317	96737	637235
1318	96813	637178
1319	96861	636939
1320	96940	636900
1321	97026	636911
1322	97097	636818
1323	97169	636738
1324	97230	636582
1325	97293	636444
1326	97386	636497
1327	97489	636620
1328	97560	636529
1329	97612	636317
1330	97682	636221
1331	97750	636111
1332	97811	635960
1333	97861	635733
1334	97954	635788
1335	98023	635685
1336	98087	635548
1337	98144	635369
1338	98217	635296
1339	98296	635256
1340	98364	635154
1341	98434	635054
1342	98501	634944
1343	98575	634873
1344	98652	634825
1345	98735	634811
1346	98806	634725
1347	98889	634712
1348	98954	634582
1349	99017	634443
1350	99092	634381
1351	99169	634334
1352	99237	634223
1353	99292	634032
1354	99368	633975
1355	99449	633952
1356	99544	634018
1357	99639	634080
1358	99714	634019
1359	99786	633940
1360	99849	633798
1361	99918	633695
1362	99994	633641
1363	100059	633511
1364	100140	633490
1365	100209	633388
1366	100263	633190
1367	100340	633142
1368	100408	633035
1369	100475	632919
1370	100533	632755
1371	100612	632716
1372	100706	632768
1373	100798	632813
1374	100876	632772
1375	100951	632708
1376	101021	632610
1377	101108	632626
1378	101169	632477
1379	101250	632447
1380	101330	632417
1381	101392	632272
1382	101455	632133
1383	101535	632101
1384	101661	632359
1385	101788	632619
1386	101843	632426
1387	101922	632391
1388	102003	632362
1389	102092	632384
1390	102186	632437
1391	102257	632351
1392	102327	632258
1393	102406	632219
1394	102507	632314
1395	102560	632110
1396	102637	632062
1397	102719	632040
1398	102809	632066
1399	102886	632014
1400	102950	631886
1401	103060	632035
1402	103133	631957
1403	103182	631737
1404	103243	631582
1405	103327	631579
1406	103402	631509
1407	103464	631366
1408	103537	631289
1409	103599	631145
1410	103666	631035
1411	103731	630909
1412	103798	630801
1413	103866	630692
1414	103917	630481
1415	104001	630474
1416	104044	630213
1417	104129	630210
1418	104213	630203
1419	104280	630089
1420	104354	630016
1421	104414	629866
1422	104492	629817
1423	104539	629587
1424	104603	629456
1425	104670	629346
1426	104726	629165
1427	104790	629035
1428	104864	628964
1429	104936	628884
1430	105012	628827
1431	105077	628704
1432	105175	628777
1433	105260	628775
1434	105309	628555
1435	105370	628408
1436	105447	628357
1437	105512	628231
1438	105576	628105
1439	105641	627978
1440	105715	627908
1441	105802	627917
1442	105896	627969
1443	105967	627878
1444	106045	627835
1445	106135	627855
1446	106207	627777
1447	106272	627654
1448	106329	627483
1449	106397	627377
1450	106467	627286
1451	106530	627148
1452	106601	627061
1453	106695	627110
1454	106792	627174
1455	106870	627132
1456	106947	627080
1457	107030	627061
1458	107109	627022
1459	107185	626959
1460	107258	626887
1461	107342	626877
1462	107412	626782
1463	107496	626770
1464	107569	626695
1465	107652	626676
1466	107718	626556
1467	107791	626482
1468	107867	626422
1469	107942	626359
1470	108008	626240
1471	108063	626062
1472	108143	626029
1473	108207	625902
1474	108295	625909
1475	108342	625684
1476	108413	625599
1477	108494	625566
1478	108561	625460
1479	108615	625271
1480	108670	625094
1481	108746	625033
1482	108812	624921
1483	108877	624798
1484	108949	624717
1485	109035	624714
1486	109093	624553
1487	109185	624588
1488	109279	624631
1489	109365	624632
1490	109446	624601
1491	109540	624645
1492	109615	624578
1493	109682	624468
1494	109730	624254
1495	109801	624165
1496	109867	624047
1497	109944	623997
1498	110017	623920
1499	110096	623882
1500	110183	623886
1501	110244	623741
1502	110319	623675
1503	110380	623531
1504	110462	623505
1505	110547	623497
1506	110638	623524
1507	110708	623434
1508	110770	623296
1509	110828	623133
1510	110902	623062
1511	110972	622974
1512	111062	622994
1513	111112	622785
1514	111188	622727
1515	111269	622698
1516	111350	622668
1517	111410	622521
1518	111486	622457
1519	111571	622453
1520	111663	622482
1521	111785	622681
1522	111862	622626
1523	111919	622462
1524	112000	622431
1525	112064	622305
1526	112147	622283
1527	112221	622210
1528	112313	622240
1529	112390	622190
1530	112459	622092
1531	112545	622087
1532	112616	622000
1533	112681	621877
1534	112751	621785
1535	112836	621775
1536	112906	621684
1537	112990	621666
1538	113064	621595
1539	113135	621512
1540	113207	621429
1541	113256	621221
1542	113319	621092
1543	113386	620981
1544	113461	620914
1545	113539	620865
1546	113596	620703
1547	113685	620714
1548	113764	620671
1549	113851	620674
1550	113902	620476
1551	113980	620430
1552	114040	620282
1553	114117	620227
1554	114198	620196
1555	114344	620515
1556	114434	620531
1557	114495	620393
1558	114865	621925
1559	115021	622294
1560	115106	622280
1561	115168	622144
1562	115325	622523
1563	115438	622657
1564	115538	622727
1565	115624	622718
1566	115697	622642
1567	115806	622754
1568	115937	622987
1569	116022	622973
1570	116086	622845
1571	116171	622834
1572	116238	622722
1573	116287	622514
1574	116356	622417
1575	116421	622292
1576	116500	622248
1577	116579	622202
1578	116629	621998
1579	116690	621857
1580	116770	621815
1581	116885	621960
1582	116940	621784
1583	117027	621784
1584	117085	621623
1585	117168	621596
1586	117236	621492
1587	117301	621373
1588	117365	621244
1589	117449	621226
1590	117529	621187
1591	117698	621611
1592	117741	621376
1593	117808	621265
1594	117864	621100
1595	117924	620950
1596	117965	620702
1597	118108	620992
1598	118280	621433
1599	118356	621371
1600	118414	621211
1601	118468	621033
1602	118538	620940
1603	118688	621264
1604	118755	621154
1605	118858	621233
1606	118937	621186
1607	119085	621494
1608	119156	621404
1609	119227	621317
1610	119304	621259
1611	119367	621125
1612	119449	621092
1613	119577	621299
1614	119696	621455
1615	119804	621558
1616	119977	621996
1617	120045	621892
1618	120134	621895
1619	120237	621967
1620	120389	622299
1621	120507	622448
1622	120582	622377
1623	120647	622257
1624	120755	622353
1625	120805	622153
1626	120892	622147
1627	120972	622101
1628	121057	622082
1629	121144	622074
1630	121237	622095
1631	121290	621911
1632	121370	621865
1633	121454	621839
1634	121527	621758
1635	121587	621613
1636	121672	621590
1637	121765	621611
1638	121825	621465
1639	121902	621404
1640	121960	621247
1641	122029	621148
1642	122120	621158
1643	122180	621011
1644	122249	620907
1645	122329	620864
1646	122411	620828
1647	122483	620742
1648	122567	620716
1649	122631	620588
1650	122693	620454
1651	122758	620329
1652	122831	620249
1653	122919	620244
1654	122986	620133
1655	123059	620052
1656	123133	619976
1657	123203	619882
1658	123286	619852
1659	123348	619713
1660	123405	619553
1661	123468	619423
1662	123541	619341
