iter	RMSE
569	61358.48921
570	61354.3277
571	61345.27841
572	61338.36486
573	61330.17174
574	61326.46095
575	61310.55553
576	61304.62632
577	61296.83482
578	61291.72021
579	61279.95105
580	61277.29422
581	61267.73015
582	61260.90134
583	61255.66146
584	61253.26254
585	61241.3277
586	61234.54632
587	61227.77858
588	61218.25715
589	61212.53854
590	61203.92183
591	61192.33019
592	61189.77037
593	61186.11948
594	61177.39822
595	61164.61295
596	61155.76974
597	61149.51568
598	61147.6062
599	61140.31357
600	61134.19847
601	61131.22539
602	61124.24798
603	61120.64003
604	61113.64699
605	61104.70988
606	61096.21138
607	61090.25415
608	61082.9691
609	61072.22026
610	61067.02912
611	61062.34626
612	61060.60362
613	61057.0316
614	61044.34743
615	61036.24118
616	61031.73643
617	61028.75836
618	61018.59931
619	61014.71431
620	61005.74465
621	60998.19669
622	60984.72361
623	60980.18977
624	60976.78646
625	60970.55379
626	60957.28783
627	60954.29889
628	60952.94713
629	60944.46362
630	60941.17038
631	60935.48723
632	60928.41509
633	60922.47038
634	60914.80722
635	60909.34225
636	60901.1312
637	60897.48833
638	60890.55649
639	60884.36928
640	60880.55532
641	60872.56478
642	60866.69063
643	60856.52625
644	60851.13569
645	60841.00492
646	60838.74537
647	60834.79818
648	60820.81439
649	60811.4937
650	60808.20051
651	60807.16795
652	60800.965
653	60792.10333
654	60782.53539
655	60776.78122
656	60768.56314
657	60762.37438
658	60757.01898
659	60745.75188
660	60743.21132
661	60740.81574
662	60738.19518
663	60730.61397
664	60720.83136
665	60711.46992
666	60704.65112
667	60692.27264
668	60685.42627
669	60679.71372
670	60672.57183
671	60668.79721
672	60653.08618
673	60648.00265
674	60634.30824
675	60625.85282
676	60615.28097
677	60609.53636
678	60607.21183
679	60601.1611
680	60585.39071
681	60578.77229
682	60574.15351
683	60560.81346
684	60556.11327
685	60548.86583
686	60545.2709
687	60536.91767
688	60528.04645
689	60521.83128
690	60513.9845
691	60507.97541
692	60495.91175
693	60487.40784
694	60478.30169
695	60465.69469
696	60462.40634
697	60457.46894
698	60456.53971
699	60454.40244
700	60446.79475
701	60442.4994
702	60437.26328
703	60425.72692
704	60422.58224
705	60418.52036
706	60412.55465
707	60411.38405
708	60409.8378
709	60405.35381
710	60398.97282
711	60393.93903
712	60389.20762
713	60386.632
714	60382.14994
715	60378.22216
716	60374.41637
717	60372.06272
718	60371.02453
719	60369.4517
720	60362.32419
721	60354.52238
722	60351.64412
723	60346.70495
724	60340.06218
725	60334.36805
726	60328.9217
727	60326.02579
728	60323.36895
729	60320.26094
730	60312.22357
731	60304.91394
732	60299.52887
733	60295.84965
734	60295.30706
735	60290.57522
736	60289.55024
737	60287.59525
738	60283.75633
739	60275.99734
740	60272.90699
741	60270.06688
742	60263.89638
743	60258.6484
744	60251.70889
745	60249.44734
746	60244.94776
747	60239.42018
748	60236.25481
749	60234.88511
750	60231.70853
751	60226.20717
752	60221.25955
753	60217.28469
754	60213.85107
755	60212.3345
756	60202.96901
757	60200.11461
758	60197.37537
759	60195.7248
760	60189.37465
761	60187.75498
762	60178.49183
763	60172.32842
764	60165.25994
765	60158.89559
766	60150.28178
767	60143.86822
768	60140.58609
769	60136.50699
770	60130.91632
771	60129.32988
772	60122.02917
773	60114.72207
774	60112.20432
775	60106.29801
776	60103.68461
777	60102.15427
778	60098.85336
779	60097.41088
780	60090.94769
781	60089.71399
782	60085.84227
783	60079.61984
784	60078.32541
785	60071.70247
786	60064.30489
787	60062.42142
788	60061.23115
789	60054.85394
790	60052.44374
791	60051.08819
792	60049.23183
793	60046.23254
794	60037.07231
795	60033.94031
796	60028.28871
797	60023.3211
798	60018.588
799	60013.44155
800	60006.63522
801	60001.87693
802	59995.59807
803	59994.8508
804	59993.7712
805	59989.88226
806	59986.27035
807	59981.26254
808	59977.7401
809	59972.55892
810	59968.65942
811	59962.95574
812	59956.13817
813	59953.33816
814	59946.89068
815	59942.07068
816	59934.28401
817	59929.27368
818	59924.88977
819	59922.02396
820	59920.98533
821	59920.07536
822	59911.97326
823	59907.48879
824	59900.69433
825	59890.24277
826	59883.54936
827	59878.95422
828	59872.27611
829	59869.32315
830	59862.31826
831	59856.96883
832	59850.27538
833	59847.29557
834	59841.12933
835	59838.86331
836	59834.69001
837	59827.60189
838	59825.8012
839	59823.56774
840	59815.16161
841	59810.43782
842	59807.99014
843	59803.39656
844	59800.62809
845	59795.02444
846	59790.31196
847	59788.1435
848	59780.05485
849	59775.12558
850	59765.1663
851	59755.90584
852	59754.27258
853	59748.47469
854	59741.40954
855	59738.11267
856	59730.86188
857	59726.57405
858	59722.09779
859	59716.02377
860	59714.8967
861	59714.35253
862	59708.29064
863	59703.27057
864	59697.31642
865	59692.45229
866	59685.07599
867	59682.60471
868	59677.2244
869	59675.87509
870	59671.11997
871	59665.67401
872	59661.57905
873	59660.19616
874	59659.96167
875	59656.90773
876	59651.99414
877	59648.90285
878	59643.53058
879	59638.92249
880	59632.23042
881	59623.32067
882	59620.50873
883	59617.6246
884	59614.56849
885	59610.76199
886	59607.01253
887	59598.51301
888	59592.33953
889	59583.55321
890	59582.83036
891	59572.7058
892	59569.09078
893	59565.57541
894	59564.832
895	59554.22902
896	59549.7176
897	59545.42229
898	59542.68437
899	59539.35245
900	59533.85557
901	59530.80441
902	59529.17608
903	59525.87671
904	59524.91074
905	59515.9627
906	59513.31227
907	59508.71631
908	59506.44133
909	59504.27364
910	59501.65046
911	59496.96473
912	59492.44527
913	59486.38483
914	59479.1904
915	59471.63391
916	59466.19931
917	59458.39108
918	59454.16327
919	59448.37873
920	59440.98326
921	59436.52996
922	59433.25325
923	59429.38509
924	59425.60937
925	59424.82157
926	59422.4544
927	59418.29634
928	59411.93355
929	59404.84506
930	59393.16566
931	59391.2405
932	59384.2664
933	59377.22841
934	59370.25823
935	59366.7348
936	59364.90713
937	59363.77339
938	59360.19947
939	59352.20469
940	59344.64688
941	59339.26563
942	59337.5485
943	59333.09672
944	59327.51761
945	59324.27016
946	59320.50631
947	59311.05942
948	59306.99942
949	59306.44779
950	59300.77515
951	59296.26117
952	59292.70361
953	59286.5726
954	59284.85394
955	59280.16408
956	59276.63529
957	59272.67143
958	59268.4471
959	59264.78007
960	59261.38234
961	59256.71293
962	59250.42574
963	59245.28507
964	59234.82945
965	59229.32106
966	59227.82392
967	59224.1488
968	59220.46787
969	59219.72384
970	59215.65571
971	59213.93314
972	59207.78467
973	59205.63581
974	59200.45403
975	59196.06638
976	59193.91896
977	59190.05749
978	59182.5069
979	59175.18244
980	59171.71999
981	59167.29297
982	59163.85985
983	59160.48612
984	59157.86631
985	59156.37109
986	59151.22225
987	59147.2388
988	59142.61439
989	59139.39217
990	59131.56686
991	59124.20815
992	59120.80979
993	59117.34788
994	59115.80692
995	59113.41619
996	59107.77348
997	59104.72456
998	59098.8443
999	59095.31028
1000	59092.38747
1001	59090.23255
1002	59088.33854
1003	59087.66928
1004	59085.77705
1005	59082.69716
1006	59081.10495
1007	59076.48655
1008	59071.10697
1009	59068.52796
1010	59065.67096
1011	59061.76754
1012	59058.45325
1013	59057.3901
1014	59052.7344
1015	59049.87104
1016	59042.96856
1017	59037.8546
1018	59033.13206
1019	59032.64877
1020	59026.65124
1021	59021.77663
1022	59019.63406
1023	59016.88295
1024	59014.33329
1025	59010.93421
1026	59005.29663
1027	59003.11053
1028	59000.20742
1029	58986.26864
1030	58982.28152
1031	58978.50145
1032	58976.37599
1033	58973.25676
1034	58966.85342
1035	58959.1472
1036	58957.83751
1037	58949.74144
1038	58946.21716
1039	58943.66072
1040	58937.71393
1041	58933.4955
1042	58926.39245
1043	58923.15094
1044	58916.91603
1045	58912.41938
1046	58911.52001
1047	58910.70851
1048	58908.11312
1049	58900.95465
1050	58899.42111
1051	58896.33708
1052	58893.66251
1053	58890.28826
1054	58883.36333
1055	58875.74346
1056	58867.95234
1057	58862.60049
1058	58860.03479
1059	58857.19013
1060	58854.48383
1061	58850.2482
1062	58846.77038
1063	58842.07743
1064	58839.74485
1065	58838.05059
1066	58833.20341
1067	58830.1234
1068	58828.1274
1069	58827.28104
1070	58822.54346
1071	58822.36743
1072	58817.91599
1073	58812.0876
1074	58805.20404
1075	58801.67297
1076	58797.01951
1077	58792.78724
1078	58789.63016
1079	58787.4173
1080	58782.53784
1081	58779.81311
1082	58778.90422
1083	58777.11074
1084	58775.55898
1085	58771.11712
1086	58769.75076
1087	58765.29346
1088	58763.51644
1089	58759.95663
1090	58751.76955
1091	58749.02277
1092	58747.0615
1093	58743.08628
1094	58739.72776
1095	58736.69536
1096	58731.52285
1097	58726.28987
1098	58723.0992
1099	58719.39062
1100	58718.66838
1101	58718.02305
1102	58712.90143
1103	58709.66313
1104	58703.38679
1105	58699.24159
1106	58695.6516
1107	58691.25812
1108	58687.05388
1109	58682.89252
1110	58677.90675
1111	58675.39681
1112	58674.95
1113	58671.12009
1114	58668.16863
1115	58662.61078
1116	58660.58091
1117	58657.197
1118	58655.39793
1119	58653.38471
1120	58650.91504
1121	58648.00201
1122	58643.7834
1123	58640.90383
1124	58634.38154
1125	58632.60055
1126	58629.46679
1127	58624.66438
1128	58613.19974
1129	58609.3282
1130	58605.65189
1131	58602.54864
1132	58598.77979
1133	58595.3942
1134	58594.26437
1135	58591.13608
1136	58584.39201
1137	58581.16166
1138	58580.86456
1139	58577.88223
1140	58575.62564
1141	58573.74508
1142	58571.30026
1143	58565.35705
1144	58564.3094
1145	58560.29167
1146	58558.65328
1147	58554.43764
1148	58552.68997
1149	58549.89434
1150	58547.32059
1151	58540.94781
1152	58539.32581
1153	58532.02061
1154	58528.78548
1155	58525.5784
1156	58519.50443
1157	58512.96107
1158	58507.89869
1159	58506.27766
1160	58503.81684
1161	58501.32768
1162	58500.09059
1163	58494.31339
1164	58488.22298
1165	58483.90244
1166	58482.41824
1167	58478.8884
1168	58474.10753
1169	58472.39702
1170	58468.87599
1171	58467.7343
1172	58465.33592
1173	58460.65192
1174	58455.90535
1175	58453.92107
1176	58446.88601
1177	58445.80043
1178	58443.5802
1179	58438.68899
1180	58435.23003
1181	58432.70213
1182	58428.83372
1183	58422.68181
1184	58421.098
1185	58415.00562
1186	58411.01346
1187	58409.4746
1188	58408.17899
1189	58403.61865
1190	58402.17956
1191	58395.67399
1192	58388.43194
1193	58386.57554
1194	58382.65879
1195	58379.98709
1196	58377.80776
1197	58376.19821
1198	58371.50706
1199	58369.63313
1200	58368.5914
1201	58364.99618
1202	58360.58724
1203	58359.12255
1204	58357.28032
1205	58354.57537
1206	58352.07229
1207	58346.47111
1208	58342.84432
1209	58338.63574
1210	58337.57835
1211	58335.0009
1212	58333.45626
1213	58326.77494
1214	58326.6333
1215	58324.75982
1216	58318.74615
1217	58315.07985
1218	58312.70541
1219	58311.52099
1220	58303.76594
1221	58300.7222
1222	58298.26971
1223	58293.14522
1224	58289.54534
1225	58285.88854
1226	58281.74389
1227	58276.04712
1228	58270.06434
1229	58268.39888
1230	58266.74661
1231	58260.09923
1232	58257.7755
1233	58256.13616
1234	58252.95946
1235	58247.64755
1236	58245.06611
1237	58241.33087
1238	58240.22632
1239	58238.79644
1240	58237.29464
1241	58232.31801
1242	58230.00452
1243	58227.27285
1244	58226.0167
1245	58224.85511
1246	58219.77903
1247	58215.05824
1248	58213.94563
1249	58210.46763
1250	58206.90617
1251	58205.88235
1252	58202.72561
1253	58200.81597
1254	58193.47585
1255	58189.51013
1256	58187.17979
1257	58184.86072
1258	58183.4484
1259	58182.66082
1260	58182.21591
1261	58178.99163
1262	58175.02681
1263	58170.32322
1264	58168.90109
1265	58167.75919
1266	58161.47739
1267	58160.68951
1268	58157.58525
1269	58155.06043
1270	58153.89553
1271	58146.28995
1272	58144.30268
1273	58139.93574
1274	58134.20612
1275	58131.26719
1276	58129.12023
1277	58126.29286
1278	58125.31689
1279	58122.84184
1280	58119.44179
1281	58117.74169
1282	58115.01043
1283	58110.94268
1284	58106.79124
1285	58106.5884
1286	58105.55902
1287	58102.6433
1288	58095.91837
1289	58094.27257
1290	58091.93841
1291	58087.16361
1292	58085.73565
1293	58082.87582
1294	58077.42128
1295	58076.09549
1296	58074.54776
1297	58069.97261
1298	58064.3556
1299	58062.13027
1300	58056.31139
1301	58053.89222
1302	58052.46913
1303	58046.92633
1304	58045.85035
1305	58043.2979
1306	58040.01465
1307	58036.90773
1308	58035.66643
1309	58033.84999
1310	58032.00123
1311	58029.00018
1312	58027.23099
1313	58019.28416
1314	58018.54941
1315	58017.80516
1316	58010.85772
1317	58005.39451
1318	57999.46358
1319	57996.36398
1320	57993.51305
1321	57992.90333
1322	57989.3323
1323	57986.84955
1324	57980.36957
1325	57977.09986
1326	57974.96808
1327	57973.30935
1328	57970.42117
1329	57966.54091
1330	57962.97776
1331	57962.47605
1332	57954.45951
1333	57949.21148
1334	57946.70229
1335	57942.88318
1336	57939.14746
1337	57937.82992
1338	57931.48136
1339	57927.28664
1340	57925.347
1341	57923.04977
1342	57921.83456
1343	57920.20093
1344	57915.32828
1345	57908.86503
1346	57908.25252
1347	57905.40676
1348	57902.77202
1349	57899.31719
1350	57896.61558
1351	57892.90733
1352	57890.51177
1353	57887.90109
1354	57885.35119
1355	57882.17507
1356	57881.39861
1357	57879.42508
1358	57871.31329
1359	57866.70303
1360	57863.50304
1361	57861.0206
1362	57859.212
1363	57857.48903
1364	57857.10825
1365	57853.59929
1366	57851.88566
1367	57846.85112
1368	57841.3686
1369	57839.59367
1370	57838.71952
1371	57834.18094
1372	57831.20392
1373	57829.22296
1374	57826.01518
1375	57823.92927
1376	57822.84152
1377	57819.31142
1378	57818.21596
1379	57816.16788
1380	57813.10037
1381	57808.12914
1382	57806.7
1383	57805.8425
1384	57797.67083
1385	57794.95113
1386	57793.03564
1387	57789.51706
1388	57786.68261
1389	57783.23799
1390	57779.54153
1391	57774.91822
1392	57773.42916
1393	57770.55196
1394	57766.9138
1395	57764.52445
1396	57763.33451
1397	57761.02894
1398	57759.88851
1399	57756.28018
1400	57753.77787
1401	57747.96988
1402	57743.9297
1403	57743.55962
1404	57742.38451
1405	57739.99987
1406	57736.62497
1407	57733.72114
1408	57730.48707
1409	57730.08447
1410	57725.71291
1411	57723.61383
1412	57721.83719
1413	57720.79331
1414	57718.69787
1415	57716.77603
1416	57714.9362
1417	57711.26589
1418	57706.73257
1419	57703.76996
1420	57697.83475
1421	57693.70514
1422	57690.77241
1423	57690.52228
1424	57688.70452
1425	57684.71938
1426	57681.76138
1427	57678.35633
1428	57674.91098
1429	57669.81896
1430	57669.36437
1431	57665.59565
1432	57663.57653
1433	57662.93658
1434	57657.45569
1435	57656.27691
1436	57654.61092
1437	57650.74952
1438	57649.3203
1439	57645.74519
1440	57640.86654
1441	57638.44713
1442	57636.7252
1443	57632.12867
1444	57629.04563
1445	57626.5722
1446	57625.80378
1447	57625.06019
1448	57624.17513
1449	57622.37248
1450	57621.83531
1451	57620.0995
1452	57618.94864
1453	57613.98551
1454	57609.30877
1455	57606.15567
1456	57604.42704
1457	57603.99296
1458	57600.65981
1459	57598.54853
1460	57594.63556
1461	57593.24703
1462	57589.21894
1463	57586.18525
1464	57582.90655
1465	57578.69599
1466	57575.36521
1467	57570.57244
1468	57567.8114
1469	57563.63801
1470	57559.87385
1471	57559.56957
1472	57558.9189
1473	57557.33621
1474	57555.48936
1475	57550.28534
1476	57546.72704
1477	57543.74663
1478	57540.7584
1479	57537.61495
1480	57536.42606
1481	57533.22494
1482	57532.38633
1483	57531.30456
1484	57531.17053
1485	57527.90593
1486	57524.18731
1487	57523.22985
1488	57520.51058
1489	57519.15089
1490	57517.56711
1491	57515.46618
1492	57513.72141
1493	57512.84805
1494	57511.88274
1495	57507.38541
1496	57503.98537
1497	57502.64636
1498	57499.35907
1499	57498.41269
1500	57487.59912
1501	57486.37853
1502	57483.66135
1503	57482.79712
1504	57476.58803
1505	57475.80801
1506	57475.62019
1507	57475.07782
1508	57474.52777
1509	57469.66909
1510	57463.82663
1511	57462.73206
1512	57462.07838
1513	57459.36772
1514	57456.88507
1515	57455.46636
1516	57454.99281
1517	57452.54065
1518	57451.64719
1519	57450.12673
1520	57447.14706
1521	57445.98506
1522	57439.57639
1523	57438.32793
1524	57434.31775
1525	57433.50263
1526	57430.06753
1527	57429.33291
1528	57427.28822
1529	57421.30141
1530	57416.18307
1531	57414.54656
1532	57412.16558
1533	57411.03741
1534	57409.85933
1535	57405.44803
1536	57403.78243
1537	57401.06134
1538	57398.01387
1539	57394.41351
1540	57393.82046
1541	57391.59984
1542	57387.34262
1543	57385.90108
1544	57378.0382
1545	57375.17957
1546	57374.24459
1547	57370.89809
1548	57368.13128
1549	57364.08738
1550	57360.97458
1551	57357.84816
1552	57357.36228
1553	57353.75744
1554	57352.24784
1555	57350.52883
1556	57349.51854
1557	57348.56969
1558	57345.45604
1559	57343.49672
1560	57339.73156
1561	57337.5415
1562	57332.57515
1563	57329.89103
1564	57326.67069
1565	57322.84101
1566	57322.00125
1567	57320.33131
1568	57319.15136
1569	57317.28531
1570	57316.457
1571	57315.06749
1572	57313.24359
1573	57307.75232
1574	57306.66053
1575	57305.17275
1576	57300.35162
1577	57298.44651
1578	57298.14084
1579	57297.58909
1580	57296.7951
1581	57294.12084
1582	57292.90382
1583	57289.791
1584	57287.10295
1585	57282.24953
1586	57280.40727
1587	57277.21299
1588	57275.04555
1589	57273.7839
1590	57272.11255
1591	57265.52284
1592	57257.12014
1593	57254.54215
1594	57252.53546
1595	57250.50562
1596	57246.26677
1597	57243.08598
1598	57240.35147
1599	57238.65413
1600	57236.45251
1601	57234.5164
1602	57231.71605
1603	57230.01845
1604	57225.93207
1605	57222.74245
1606	57218.23009
1607	57217.6795
1608	57216.06234
1609	57214.8995
1610	57212.58915
1611	57211.60914
1612	57208.49767
1613	57206.74547
1614	57203.19661
1615	57198.52287
1616	57192.58338
1617	57190.71512
1618	57190.03329
1619	57185.84004
1620	57184.85957
1621	57184.05824
1622	57182.36886
1623	57180.7064
1624	57178.6085
1625	57176.51053
1626	57175.05212
1627	57173.96936
1628	57171.38569
1629	57165.12929
1630	57161.47378
1631	57158.42125
1632	57155.15848
1633	57148.03101
1634	57146.04371
1635	57141.92048
1636	57139.90406
1637	57139.07125
1638	57136.05993
1639	57132.07866
1640	57125.80831
1641	57124.50094
1642	57121.6817
1643	57119.80919
1644	57117.86913
1645	57116.88365
1646	57111.43714
1647	57110.33582
1648	57106.41254
1649	57105.90331
1650	57103.97242
1651	57103.79302
1652	57103.03106
1653	57098.64236
1654	57096.02248
1655	57093.45265
1656	57079.92052
1657	57077.43487
1658	57074.85841
1659	57074.46276
1660	57074.18677
1661	57069.6839
1662	57066.11494
1663	57063.00518
1664	57060.59409
1665	57054.59583
1666	57051.95849
1667	57051.5009
1668	57047.79949
1669	57043.81013
1670	57038.11524
1671	57032.72881
1672	57031.48111
1673	57029.21162
1674	57027.02123
1675	57025.11857
1676	57022.17658
1677	57019.82558
1678	57017.16151
1679	57014.22103
1680	57010.91716
1681	57005.22672
1682	57001.94359
1683	57001.72329
1684	57000.92325
1685	56983.13971
1686	56979.38167
1687	56978.1444
1688	56977.56442
1689	56974.90224
1690	56970.8633
1691	56965.69676
1692	56964.41471
1693	56957.91124
1694	56956.89978
1695	56955.77226
1696	56952.48628
1697	56950.49216
1698	56947.04339
1699	56944.66608
1700	56942.71231
